artist_name,birth_year,title,artwork_date
Branislav Karadžić,1929,"Block 22, New Belgrade, Serbia (Apartment layout iterations)",1968.0
William Edmondson,1874,Nurse Supervisor,1940.0
Bodys Isek Kingelez,1948,Reveillon Fédéral,1992.0
Sam Contis,1982,High Noon,2014.0
Yohji Yamamoto,1981,"Suit (Yohji Yamamoto pour homme, Autumn/Winter 2014/15)",2003.0
Yohji Yamamoto,1943,"Suit (Yohji Yamamoto pour homme, Autumn/Winter 2014/15)",2003.0
Sofia Borges,1984,"Theatre, or Cave",2014.0
Stephanie Syjuco,1974,Cargo Cults: Head Bundle,2013.0
Calvin Klein,1968,Briefs,1980.0
Matthew Connors,1976,Mask in Reverse,2016.0
Carmen Winant,1983,My Birth,2018.0
Adelita Husni-Bey,1985,The Council,2018.0
Fred Eversley,1941,Untitled (Parabolic Lens),1971.0
Bernadette Thompson,1969,"""Money Manicure"" artificial nails",1990.0
Gene Friedman,1928,3 Dances,1964.0
New Era Cap Co.,1920,Baseball cap,1950.0
Kaari Upson,1970,In Search of the Perfect Double (I),2016.0
Adidas,1949,Superstar sneakers,1983.0
Ana Maria Millan,1975,"The Rehearsal Piece, La pieza ensayo",2008.0
Eduardo Carvajal,1949,"The Rehearsal Piece, La pieza ensayo",2008.0
Zandra Rhodes,1940,Top Brass textile,1964.0
Monika Correa,1938,Mecca,1967.0
Hal Fischer,1950,Gay Semiotics,1977.0
Donna-Lee Phillips,1941,"Fragments from a Visual Journal: November 16, 1977 to January 9, 1978",1977.0
Andrzej Steinbach,1983,"Untitled from the series Figur I, Figur II",2015.0
Elger Esser,1967,"Ambrussum, France",1999.0
Joanna Piotrowska,1985,"XXXI, FROWST",2013.0
Károly Kismányoky,1946,With the Eyes of Others,1973.0
Géza Perneczky,1936,Concepts Like Commentary,1971.0
Dorine van der Klei,1940,"Performance at Amstel 47, Amsterdam, August 1, 1964",1964.0
Charles Burnett,1944,My Brother’s Wedding,1983.0
Ivan Cardoso,1952,H.O.,1979.0
Arthur Jafa,1960,APEX,2013.0
Jon Rafman,1981,Dream Journal 2016-2019,2019.0
Nairy Baghramian,1971,"Maintainers (for Parkett, no. 100/101)",2017.0
Nicolas Party,1980,"Cat's Head (for Parkett, no. 100/101)",2017.0
Jordan Wolfson,1980,"Untitled (for Parkett, no. 100/101)",2017.0
ORLAN (Mirielle Suzanne Francette Porte),1947,Attempting to Escape the Frame with Mask No. 3,1965.0
Rania Ghosn,1977,After Oil,2016.0
El Hadi Jazairy,1970,After Oil,2016.0
Henry Taylor,1958,Too Sweet,2016.0
Flaminio Bertoni,1903,DS 23 sedan,1954.0
Robert Opron,1932,DS 23 sedan,1954.0
André Lefèbvre,1894,DS 23 sedan,1954.0
Paul Magès,1908,DS 23 sedan,1954.0
Constance DeJong,1950,Wakemaster Jewel,2015.0
John Smith,1952,Associations,1975.0
Amie Siegel,1974,Double Negative,2015.0
Noah Purifoy,1917,Unknown,1967.0
Valentin Jeck,1964,"Monument to the Ilinden Uprising, Kruševo, Macedonia",2016.0
Miodrag Živković,1928,"Monument to the Battle of the Sutjeska, Tjentište, Bosnia and Herzegovina (View of the monument, 2016)",2017.0
Milutin Glavički,1930,"Block 23, New Belgrade, Serbia (View of buildings 1 to 4, 2016)",2016.0
Boris Magaš,1930,"Museum of People’s Revolution, Sarajevo, Bosnia and Herzegovina (Exterior view of the entrance, 2016)",2016.0
Edvard Ravnikar,1907,"Revolution Square (today Republic Square), Ljubljana, Slovenia",2016.0
Milan Mihelič,1925,"S2 Office Tower, Ljubljana, Slovenia (Exterior view, 2016)",2016.0
Andrija Mutnjaković,1929,"National and University Library of Kosovo, Pristina, Kosovo (Exterior view, 2016)",2017.0
Dinko Kovačić,1938,"Building block on Braće Borozan Street, Split 3, Split, Croatia (Exterior view, 2016)",1970.0
Mihajlo Zorić,1939,"Building block on Braće Borozan Street, Split 3, Split, Croatia (Exterior view, 2016)",1970.0
Svetlana Kana Radević,1937,"Podgorica Hotel, Podgorica, Montenegro",2016.0
Kenneth Pietrobono,1982,"Poster by Lawler/Rutledge/Pietrobono for Louise Lawler: WHY PICTURES NOW, The Museum of Modern Art, New York, April 30–July 30, 2017",2017.0
James Guitet,1925,"Revue OU Cinquième Saison, no. 20/21",1964.0
Françoise Janicot,1929,"Revue OU Cinquième Saison, no. 20/21",1964.0
Jan Burka,1924,"Revue OU Cinquième Saison, no. 22",1964.0
Paul-Armand Gette,1927,"Revue OU Cinquième Saison, no. 22",1964.0
Edwin Morgan,1920,"Revue OU Cinquième Saison, no. 22",1964.0
John Furnival,1933,"Revue OU Cinquième Saison, no. 22",1964.0
Roberto Altmann,1942,"Revue OU Cinquième Saison, no. 22",1964.0
Dom Sylvester Houédard,1924,"Revue OU Cinquième Saison, no. 22",1964.0
Claude Pélieu,1934,"Revue OU Cinquième Saison, no. 22",1964.0
Jean-Clarence Lambert,1930,"Revue OU Cinquième Saison, no. 25",1965.0
Dora Feilane,1938,"Revue OU Cinquième Saison, no. 25",1965.0
Alain Jouffroy,1928,"Revue OU Cinquième Saison, no. 25",1965.0
Rodolfo Krasno,1926,"Revue OU Cinquième Saison, no. 25",1965.0
Aude Jessemin,1937,"Revue OU Cinquième Saison, no. 30/31",1967.0
Luc Peire,1916,"Revue OU Cinquième Saison, no. 30/31",1967.0
Gil J Wolman,1929,"Revue OU Cinquième Saison, no. 32",1967.0
Julien Blaine,1942,"Revue OU Cinquième Saison, no. 32",1967.0
Bernard Aubertin,1934,"Revue OU Cinquième Saison, no. 33",1968.0
Bob Cobbing,1920,"Revue OU Cinquième Saison, no. 34/35",1969.0
Hugh Davies,1943,"Revue OU Cinquième Saison, no. 34/35",1969.0
Jean Degottex,1918,"Revue OU Cinquième Saison, no. 34/35",1969.0
Hansjörg Gisiger,1919,"Revue OU Cinquième Saison, no. 34/35",1969.0
Christian Vinck Henriquez,1978,The Valise,2015.0
Louis Draper,1935,"Boy and H, Harlem, New York",1961.0
Stephen Shames,1947,"Black Panthers hold Free Huey signs at a rally at the Alameda County Courthouse where Black Panther Minister of Defense, Huey P. Newton, is on trial for killing an Oakland policeman, Oakland, California",1968.0
Eugène Estanave,1867,Wire Loop,1908.0
Raj Rewal,1934,"Pragati Maidan: Hall of Nations and Halls of Industries for the India International Trade Fair, New Delhi, India",1970.0
Champion,1919,Hooded Sweatshirt (model #VC178012),1980.0
Pushpamala N,1956,"Bhibhasta from The Navarasa Suite, from the series Bombay Photo Studio",2003.0
Trevor Paglen,1974,It Began as a Military Experiment,2017.0
Anupama Kundoo,1967,"Wall House, Auroville, India (Plan)",1997.0
Zhang Ke,1970,"Micro-Hutong, Beijing, China",2016.0
Archi-Union Architects,2003,"Chi She, Shanghai, China",2017.0
Ram Rahman,1955,Gate Hyderabad,1983.0
Ketaki Sheth,1957,"Down under, shipyard, Darukhana",1990.0
Sigríður Björnsdóttir,1929,Alli nalli og tunglið (Alli Nalli and the Moon),1959.0
Converse,1908,Chuck Taylor All Stars sneakers,1952.0
Ray-Ban,1937,Aviator Sunglasses,1970.0
Repetto,1947,Ballet flats,1956.0
Prada,1913,Backpack,1984.0
Miuccia Prada,1949,Backpack,1984.0
Banana Equipment,1972,Gore-Tex Parka,1980.0
Torbjørn Rødland,1970,"Black Goo, White Lace",2015.0
Hiroki Tsukuda,1978,Great Distortion,2016.0
Jean-Luc Moulène,1955,"Fixed Standard (Paris, 2017)",2017.0
Jurgen Bey,1965,"""Kokon"" table-chair",1999.0
Naeem Mohaiemen,1969,Tripoli Cancelled,2017.0
Miguel Calvo,1969,Exclamation trays,2000.0
Bogdan Spindler,1940,"Macedonian Opera and Ballet, Skopje, Macedonia (View of the foyer, 2016)",2016.0
Ivan Vitić,1917,"Pavilion of West Germany, Zagreb Fair, Zagreb, Croatia (View of the northeastern façade, 2016)",2016.0
Krunoslav Tonković,1917,"Pavilion of West Germany, Zagreb Fair, Zagreb, Croatia (View of the northeastern façade, 2016)",2016.0
Vojin Bakić,1915,"Monument to the Uprising of the People of Kordun and Banija, Petrova Gora, Croatia",2016.0
Berislav Šerbetić,1935,"Monument to the Uprising of the People of Kordun and Banija, Petrova Gora, Croatia",2016.0
Zoran Bakić,1942,"Monument to the Uprising of the People of Kordun and Banija, Petrova Gora, Croatia",2016.0
Stanko Kristl,1922,"Diagnostic and Therapeutic Wing of the University Medical Center, Ljubljana, Slovenia (Interior view of entrance hall, 2016)",2016.0
Maria Bri-Bein,1892,"Study Technology, Master Science (Izuchit’ tekhniku, ovladet’ naukoi) (Poster for the Mastery of Technology [ZOT] program)",1933.0
Anna Borovskaya,1901,"By Opening Daycares, Playgrounds, Factory Kitchens, Cafeterias and Mechanized Laundries, We Will Introduce 1,600,000 New Women Workers into the Workforce to Work Toward the Completion of the Five-Year Plan (Organizuia iasli, detploshchadki, fabriki-kukhni, stolovye, i mekhanicheskie prachechnye—dadim 1,600,000 novykh rabotnits na vypolnenie piatiletki)",1931.0
Koos Vorrink,1891,"On the Changing Times (Op de Kentering Der Tijden) by Viktor Engelhardt, Adolph Behne, Julius Basche, Fritz Jöde, and E.R. Muller",1925.0
Elizaveta Lavinskaia,1901,We Will Stand Guard Over Our Power Lines! (Budem okhraniat’ elektroprovoda),1928.0
Lydia Naumova,1902,The Pan-Pacific Secretariat (Tikhookeanskii sekretariat) (Poster no. 7 from History of the International Trade Union Movement [Istoriia mezhdunarodnogo profdvizheniia]),1928.0
Clara Tice,1888,"Promotional flyer for Insect Frolic Costume Ball, Webster Hall, New York, February 9, 1923",1923.0
Lois Dodd,1927,View through Elliot's Shack Looking South,1971.0
Hervé Télémaque,1937,No Title (The Ugly American),1962.0
Christina Fernandez,1965,María's Great Expedition,1995.0
Sheela Gowda,1957,Of All People,2011.0
John Jensen,1924,The Nutty Professor storyboards The Nutty Professor storyboards,
Jerry Lewis,1926,The Nutty Professor storyboards The Nutty Professor storyboards,
Roger Schall,1904,"Untitled (International Surrealist Exhibition, Paris)",1938.0
Barbara Brändli,1932,Yanomami parle par gestes (Yanomami speaks through hand gestures),1965.0
Daniel González,1934,Zona de Tolerancia Tolerance (Tolerance Zone),1961.0
Cang Xin,1966,Untitled from Communication Series 2,1999.0
Wang Jinsong,1963,One Hundred Signs of Demolition (Chai),1999.0
Wang Qingsong,1966,No. 6 from Another Battle series,2001.0
Milan Krstić,1914,"Avala TV Tower, Mount Avala, Belgrade, Serbia (Exterior view, 2016)",2016.0
Uglješa Bogunović,1922,"Avala TV Tower, Mount Avala, Belgrade, Serbia (Exterior view, 2016)",2016.0
Slobodan Janjić,1928,"Avala TV Tower, Mount Avala, Belgrade, Serbia (Exterior view, 2016)",2016.0
Raghu Rai,1942,A Village Near Delhi,1976.0
Adam Fuss,1961,Untitled from Pinhole Photograph series,1986.0
Kwame Brathwaite,1938,Untitled (Photo shoot at a school for one of the many modeling groups who had begun to embrace natural hairstyles in the 1960s),1964.0
Li Binyuan,1985,Freedom Farming,2014.0
P Staff,1987,Weed Killer,2017.0
Ei-Q (Hideo Sugita),1911,Untitled Photo-Dessin,1936.0
Facundo de Zuviría,1954,Siesta Argentina,2001.0
Marina Pinsky,1986,Pine Tree Flag 1,2017.0
Ulrik Heltoft,1973,From the series Voynich Botanical Studies,2013.0
Miljohn Ruperto,1971,From the series Voynich Botanical Studies,2013.0
Aïda Muluneh,1974,City Life,2016.0
Živa Baraga,1931,"Monument to the Fighters Fallen in the People’s Liberation Struggle, Ilirska Bistrica, Slovenia",2016.0
Janez Lenassi,1927,"Monument to the Fighters Fallen in the People’s Liberation Struggle, Ilirska Bistrica, Slovenia",2016.0
Merle Armitage,1893,Taos Quartet in Three Movements by Merle Armitage,1950.0
Aurèlia Muñoz,1926,Águila Beige (Brown Eagle),1977.0
Leopold Strobl,1960,Untitled (2015-196),2015.0
Melvin Way,1954,Address Chip,1993.0
Loredana Sperini,1970,"Yellow Sunday, Pink Kiss",2017.0
Silvia Buonvicini,1966,Sans titre,2017.0
Gareth Nyandoro,1982,Mukanya Repairs,2018.0
A.L. Steiner,1967,The Advantages of Being a Lesbian Woman Artist,2006.0
Carmen Herrera,1915,Verde y Amarillo,2017.0
Nathlie Provosty,1981,A Diptych in Five Parts,2016.0
Martha Tuttle,1989,Water/Skin,2017.0
Marianne Wex,1937,Let's Take Back Our Space: 'Female' and 'Male' Body Language as a Result of Patriarchal Structures,1977.0
Jorge Ortiz,1948,Boqueron (Breach),1979.0
Mostapha El Oulhani,1982,Fossile bookcase,2008.0
Sibille Berger,1987,Pêle-Mêle stool,2015.0
Delphine Meriaux,1988,Pêle-Mêle stool,2015.0
Per Olof Ultvedt,1927,Drawing for Project,1962.0
Roberta Allen,1945,One as Two & More: Ascending & Descending Arrows II,1978.0
Michael Asher,1943,Project at Pomona College Art Gallery,1970.0
Ingrid Baxter,1938,Elements Transfer: Sky- Earth-Water,1969.0
William Cordero (Bill Blast),1964,Graffiti Renaissance,1986.0
Kase2 (Jeff Brown),1958,Henry,1982.0
Rosemarie Castoro,1939,Escal,1972.0
William Childress,1933,Film and Video Theatre,1979.0
Delta 2 (Calvin Gonzales),1965,Turboo 2 Cut!,1984.0
Duster,1964,Dusty,
ERO (Dominique Philbert),1967,Outline for Burner on 3 Train,1987.0
Oskar Fischinger,1900,Square #1 - 2672,1934.0
Richard Jackson,1939,Study for Wall Painting,1972.0
MARE 139 (Carlos Rodriguez),1965,Mare 139,
David Medalla,1942,Cloud Canyons and Some Reflections on the Random in Life and Art,1963.0
José Rafael Moneo,1937,Brickwork,1992.0
Phase 2,1955,The Misconception of an A,
Sharp (Aaron Goodstone),1966,Sharp + Lady,
Billy Klüver,1927,Instructions for White Paintings,1965.0
Andy Goldsworthy,1956,Drawing for a Clay Wall,
Nick de Morgoli,1916,"Untitled (Pablo Picasso with Oscar Dominguez's surrealist object Jamais, 1937)",1938.0
Andrei Bokov,1943,Metamorphosis of Space: Introduction into the Urban Environment of Archetypes,1979.0
Vyacheslav Petrenko,1947,Figures of Space: Intersections,1981.0
Yuri Avvakumov,1957,"Sepulchral Skyscraper or Self-Elevating Metropolitan Columbarium (Elevations, plans, and perspectives)",1983.0
Mikhail Belov,1956,"Sepulchral Skyscraper or Self-Elevating Metropolitan Columbarium (Elevations, plans, and perspectives)",1983.0
Yuri Kuzin,1964,Leonidovsk,1987.0
Igor Pischukevich,1958,Matryoshka House,1984.0
Lev Evzovich,1958,Trolleybus Stop “Kropotkinskaya”,1984.0
Mark Khaisman,1958,Trolleybus Stop “Kropotkinskaya”,1984.0
Alexei Gutnov,1937,Palace of Peace and Nations,1985.0
Boris Levyant,1955,Palace of Peace and Nations,1985.0
Sergei Lobachev,1955,Palace of Peace and Nations,1985.0
Ivan Shalmin,1959,Palace of Peace and Nations,1985.0
Totan Kuzembaev,1953,Bulwark of Revival,1985.0
Andrei Ivanov,1960,Bulwark of Revival,1985.0
Vyacheslav Aristov,1960,Bulwark of Revival,1985.0
Sergei Korobov,1959,Dwelling of the Future,1987.0
Mikhail Labazov,1964,Town House,1985.0
Andrei Cheltsov,1960,Town House,1985.0
Alexander Zossimov,1960,Donate Money for the Reconstruction of the Palace of Soviets!,1990.0
Andrei Savin,1961,Information Space,1987.0
Vika Voronova,1963,City of Orphans,1987.0
Vladimir Tyurin,1964,Post-socialist City #2,1988.0
Iskander Galimov,1960,Viaduct-City,1987.0
Dmitry Bush,1958,Mosaic in Architecture,1991.0
Sergei Chuklov,1956,Mosaic in Architecture,1991.0
Alexander Khomyakov,1957,Mon Plaisir (My Pleasure),1985.0
Sergei Grebennikov,1960,Facade of the Village Soviet,1990.0
Andrei Chernov,1959,Facade of the Village Soviet,1990.0
Viktor Smyshlyaev,1959,House of Sleeping Tree,1985.0
Slava Mizin,1962,House of Sleeping Tree,1985.0
Evgeny Burov,1960,House on Zubovskaya Square,1985.0
Dmitry Ivanov,1962,Pair of Perspective Skyscrapers,1986.0
Andrei Kuznetsov,1962,Museum of submarine animals and plants,1989.0
Vera Chuklova,1957,Love / Hate,1988.0
Jared Bark,1944,"Untiled, PB #1097 (New York City, NY)",1969.0
Algirdas Šeškus,1945,296 79,1979.0
Kati Horna,1912,Untitled (Remedios Varo wearing a mask by Leonora Carrington),1962.0
Mikhail Filippov,1954,Style for the Year 2001,1984.0
Anna Andreeva,1917,Glory to the First Cosmonaut,1961.0
Analivia Cordeiro,1956,M 3x3,1973.0
Eduardo Kac,1962,Reabracadabra,1985.0
Tiago Mata Machado,1973,O Século,2011.0
Cecilia Vicuña,1948,What is Poetry to You?,1980.0
Shuzo Azuchi Gulliver,1947,Cinematic Illumination,1968.0
Amar Kanwar,1964,The Torn First Pages,2004.0
Mediated Matter Group,2010,Glass II,2017.0
Basel,1958,"Facade panel from the Eberswalde Technical School Library, Eberswalde, Germany",1994.0
Rasheed Araeen,1935,(3+4) SR,1969.0
Amanda Williams,1974,"Harold's Chicken Shack, from the Color(ed) Theory Suite",2014.0
Enrique Ramírez,1979,"Ocean 33 ° 02'47 ""S / 51 ° 04'00” N",2013.0
Teresa Margolles,1963,"Karla Ivonne, Pista de Baile del club ‘Ruv’ (Karla Ivonne, dance floor from the club ‘Ruv’)",2016.0
Mario Meier,1938,"Dominus Winery, Yountville, Napa Valley, California (Section, Gabion wall)",1994.0
Sigfredo Chacón,1950,Gray Gray Grid,1993.0
Margaret Hoening French,1906,"Margaret French, Fire Island",1939.0
Remedios Varo,1908,The Juggler (The Magician),1956.0
Gardar Eide Einarsson,1976,2018 USA Forever,2018.0
Leandro Feal,1986,De la Reforma a la Contrarreforma,2016.0
Piotr Uklanski,1968,Summer Love,2000.0
Aldo Bakker,1971,Water Carafe,2007.0
Sanlé Sory,1943,Man with Guitar (L’Homme à la guitare),1970.0
Arne Arnbom,1922,Antic Meet,1964.0
Frank Del Giudice,1917,Desk lamp (model 114),1939.0
LaGardo Tackett,1911,Planter (model IN-1),1955.0
Florence Knoll,1917,Credenza,1955.0
Gilbert Rohde,1894,Table clock with thermometer and hygrometer (model 6381),1932.0
Paco Rabanne,1934,Space Curtains,1970.0
Ko Verzuu,1901,Chalkboard,1920.0
Benjamin Bowden,1906,"""Spacelander"" bicycle",1946.0
Giorgetto Giugiaro,1938,"""Rialto"" telephone",1972.0
Nathalie du Pasquier,1957,"""Gabon"" textile",1982.0
Nest Labs,2010,Nest Learning Thermostat,2011.0
Pentax,1919,35mm film camera (model PC35 AF),1982.0
Leica Camera AG,1914,35mm rangefinder film camera (model IIf),1951.0
AA Bronson,1946,After General Idea,2018.0
K8 Hardy,1977,Position Series,2007.0
Henry Ossawa Tanner,1859,Christ Walking on the Water,1913.0
Jean Depara,1928,Una Moziki,1960.0
Romuald Hazoumè,1962,Aloda,1996.0
Abu Bakarr Mansaray,1970,Sinister Project,2006.0
Moké,1950,Long Live Utex Africa,1989.0
Ambroise Ngaimoko,1949,Les catieurs de Kintambo,1975.0
Bogdan Bogdanović,1922,Studies for an Antifascist Memorial,1960.0
Mihajlo Mitrović,1922,"West Gate of Belgrade (Genex Tower), Belgrade, Serbia",2016.0
Ivan Antić,1923,"""Danube Flower"" restaurant, Belgrade, Serbia",2016.0
Stojan Maksimović,1934,"Sava Center, Belgrade, Serbia",2016.0
Drago Galić,1907,"Apartment Building of the Military Directorate, Zagreb, Croatia (Interior view of the staircase)",2016.0
Ranko Radović,1935,"Battle of the Sutjeska Memorial Center, Tjentište, Bosnia and Herzegovina",2016.0
Branko Žnidarec,1937,"Hotel Adriatic II, Opatija, Croatia",2016.0
Dušan Džamonja,1928,"Monument to the Revolution of the people of Moslavina, Podgarić, Croatia",2016.0
Hock E Aye Vi Edgar Heap of Birds,1954,Surviving Active Shooter Custer,2018.0
Dulce Carneiro,1929,Oneiric (Onírica),1958.0
Maria Helena Valente da Cruz,1927,The Broken Glass (O vidro partido),1952.0
Barbara Mors,1925,Sunday (Domingo),1953.0
Kraftwerk,1970,Autobahn,1974.0
Sun Ra,1914,"The Heliocentric Worlds of Sun Ra, Vol. 1",1974.0
Paul Coldwell,1952,"Frames, Branch & Leaf",2018.0
Hervé Guibert,1955,Le Poète (The Poet),1976.0
Jonathan Demme,1944,Accumulation with Talking Plus Water Motor,1986.0
Elaine Summers,1925,Rummage Sale and Floor of the Forest,1971.0
Babette Mangolte,1941,Roof Piece,1973.0
Saloua Raouda Choucair,1916,Composition with Pebbles,1959.0
Raha Raissnia,1968,Galvanoscope 2 (Film A and Film B),2018.0
Jo Spence,1934,Remodelling Photo History: Industrialization,1981.0
Terry Dennett,1938,Remodelling Photo History: Industrialization,1981.0
Suzanne Bocanegra,1957,Brushstrokes in a Victorian Flower Album: Long Headed Poppy,2000.0
Buster Cleveland,1943,"1983 Christo ""Scar Face""",1990.0
herman de vries,1931,The Face of War–Silent,2003.0
Mark Williams,1950,Untitled (1030),2010.0
Alex Goad,1989,MARS - Modular Artificial Reef Structure,2013.0
Kosuke Araki,1988,Anima dinnerware set,2018.0
Alexander Groves,1983,"""Palm Stool"" from Can City",2013.0
Azusa Murakami,1984,"""Palm Stool"" from Can City",2013.0
